name,Categoria,address,CodiceIdentificativo,telephone,email,website,iso3
Amici Autolavaggio A Mano,Aziende CiampinoAutolavaggi Ciampino,"Viale di Marino, 77, 00043 Ciampino RM, Italia  ",903220,,,,
A.S.D. Montecelio,Aziende Guidonia Montecelio,"Piazza S. Giovanni, 1, 00012 Montecelio RM, Italia  ",903128,06 201 4391,,,
Le Stagioni Della Frutta Di Giuliani Velia,Aziende MontelibrettiOsterie MontelibrettiNegozi Montelibretti,"Via Roma, 137, Montelibretti RM, Italia  ",902904,0774 436727,,,
Macelleria Pino,Aziende MontelibrettiOsterie MontelibrettiNegozi Montelibretti,"Via Giuseppe Garibaldi, 51, 00010 Montelibretti RM, Italia  ",902903,,,,
#DROP - Ti Spinge Oltre,Aziende FiumicinoErboristerie FiumicinoPalestre Fiumicino,"Via Giorgio Giorgis, 72, 00054 Fiumicino RM, Italia  ",902687,06 9432 9697,,,
DOCET,Aziende PomeziaRistoranti PomeziaOsterie Pomezia,"Piazza Indipendenza, 22-23, 00040 Pomezia RM, Italia  ",902629,392 846 8239,,,
Ristorante Pizzeria Alisar Srls,Aziende PomeziaRistoranti PomeziaOsterie Pomezia,"Via Boezio, 2, 00040 Pomezia RM, Italia  ",902627,331 818 9909,,,
Taverna di Dracula,Aziende PomeziaRistoranti PomeziaOsterie Pomezia,"Via F.Lli Bandiera, 36A, 00040 Pomezia RM, Italia  ",902628,388 054 7677,,,
Roberti Arredamenti Di Stefano Roberti & C.,Aziende Fiano RomanoNegozi Fiano RomanoNegozi di casalinghi Fiano RomanoNegozi di arredamento Fiano Romano,"Via Tiberina, 138, 00065 Fiano Romano RM, Italia  ",902609,0765 389619,,,
Costanzo Materassi,Aziende Fiano RomanoNegozi Fiano RomanoNegozi di casalinghi Fiano RomanoNegozi di arredamento Fiano Romano,"Via Aldo Moro, 33, 00065 Fiano Romano RM, Italia  ",902610,0765 482042,,,
Saxa Ligna,Aziende AricciaNegozi Ariccia,"Via di Mezzo, 7, 00040 Ariccia RM, Italia  ",902607,348 412 6440,,,
Gnam Gnam Srl,Aziende AricciaOsterie AricciaNegozi AricciaNegozi di Alimentari Ariccia,"Via le Prata, 98, 00040 Ariccia RM, Italia  ",902608,,,,
edicola della Madonna,Aziende Ponzano RomanoNegozi Ponzano Romano,"Piazza Francesco De Pinedo, 9, 00060 Ponzano Romano RM, Italia  ",902605,,,,
Castelnuovo,Aziende MorlupoStazioni ferroviarie MorlupoMetro Morlupo,Italia - 00067 Morlupo (RM)  ,902565,,,,
Sixt Autonoleggio Roma Ciampino Aeroporto,Aziende CiampinoAutonoleggi Ciampino,"Via Appia Nuova, 1651, Aeroporto di Ciampino, 00043 Roma, Italia  ",902470,199 291 929,,,
King Rent Luxury Car Hire,Aziende CiampinoAutonoleggi Ciampino,"Roma, Italia - 00043 Ciampino (RM)  ",902468,3550 0103,,,
Avis Autonoleggio (S.P.A.),Aziende CiampinoAutonoleggi Ciampino,"14 Viale Mameli, Ciampino, RM 00043, Italia  ",902469,06 7934 0195,,,
Solfatara vecchia,Aziende Canale Monterano,"00060 Canale Monterano RM, Italia  ",902453,,,,
Il Casale della Merenda,Aziende Canale MonteranoAlberghi Canale Monterano,"di merenda 7,, Via Casale, 00060 Canale Monterano RM, Italia  ",902454,333 434 8214,,,
Palazzo Altieri (Palazzo ducale),Aziende Canale Monterano,"Antica Monterano, Str. Antica Monterano, 00060 Canale Monterano RM, Italia  ",902450,06 996 2724,,,
Chiesa di Santa Maria Assunta (rovine),Aziende Canale Monterano,"Str. Antica Monterano, 00060 Canale Monterano RM, Italia  ",902451,06 996 2724,,,
Fontana ottagonale,Aziende Canale Monterano,"Antica Monterano, Str. Antica Monterano, 00060 Canale Monterano RM, Italia  ",902452,06 996 2724,,,
Fontanile delle cannelle,Aziende Canale Monterano,"Antica Monterano, Str. Antica Monterano, 00060 Canale Monterano RM, Italia  ",902449,06 996 2724,,,
Matute Shoes,Aziende TivoliNegozi TivoliNegozi di scarpe Tivoli,"Via Trevio, 58, 00019 Tivoli RM, Italia  ",902427,,,,
Saracini Leonardo,Aziende LabicoElettricisti Labico,"Via Roma, 65, Città Metropolitana di Roma, Italia  ",902397,06 9518 5547,,,
Eremi di S. Benedetto,Aziende VicovaroAlberghi Vicovaro,"Strada Statale 5, 47, 00029 Vicovaro RM, Italia  ",902362,347 737 5561,,,
PO.MED. Laboratorio Analisi Ecografie,Aziende PomeziaErboristerie PomeziaMedici Pomezia,"Via Pontina Vecchia, 10, 00040 Pomezia RM, Italia  ",902356,06 9160 1093,,,
STUDIO ASSOCIATO BERTOLI E MARCHI,Aziende Magliano RomanoIstituti finanziari Magliano RomanoCommercialisti Magliano Romano,"Via della Fontanaccia, 2, 00060 Magliano Romano RM, Italia  ",902290,0586 677599,,,
"Osteria ""Il Granaro""",Aziende Magliano RomanoRistoranti Magliano RomanoOsterie Magliano Romano,"Piazza Principe di Piemonte, 11, 00060 Magliano Romano RM, Italia  ",902291,347 593 7823,,,
Macelleria Saluneria Luigi,Aziende GenazzanoOsterie GenazzanoNegozi Genazzano,"Via Antonio Gionne, 00030 Genazzano RM, Italia  ",902119,,,,
Margherita Alimentari,Aziende GenazzanoOsterie GenazzanoNegozi GenazzanoNegozi di Alimentari Genazzano,"Via Trento e Trieste, 00030 Genazzano RM, Italia  ",902120,,,,
Cumbiente Cucina,Aziende Fonte NuovaRistoranti Fonte NuovaOsterie Fonte Nuova,"Via Nomentana, 359, 00013 Tor Lupara RM, Italia  ",902106,,,,
Gestioni Ambientali Srl,Aziende Anguillara Sabazia,"5, Via Polo Marco, Anguillara Sabazia, RM 00061, Italia  ",902012,06 999 4331,,,
Osteria Del Sorcio,Aziende NerolaRistoranti NerolaOsterie Nerola,"Via Salaria Vecchia, 36, 00017 Nerola RM, Italia  ",902005,,,,
UniCredit,Aziende Monte CompatriBancomat Monte CompatriIstituti finanziari Monte CompatriBanche Monte Compatri,"Piazza Marco Mastrofini, 18, 00040 Monte Compatri RM, Italia  ",901992,06 8782 7403,,,
Bar Belvedere,Aziende NemiBar Nemi,"Via del Plebiscito, 32, 00040 Nemi RM, Italia  ",901909,,,,
Bar La Piazzetta Da Frinco,Aziende NemiBar Nemi,"Piazza Pietro de Sanctis, 11, 00040 Nemi RM, Italia  ",901910,,,,
Pasta all 'Uovo e Generi Alimentari,Aziende TivoliOsterie TivoliNegozi TivoliNegozi di Alimentari Tivoli,"Via Carlo Pisacane, 13, 00019 Tivoli RM, Italia  ",901856,0774 332325,,,
Galli Piera,Aziende TivoliOsterie TivoliNegozi TivoliNegozi di Alimentari Tivoli,"Via Tiburto, 4, 00019 Tivoli RM, Italia  ",901857,0774 311231,,,
Sapori di Puglia,Aziende TivoliOsterie TivoliNegozi TivoliNegozi di Alimentari Tivoli,"Vicolo Zappi, 00019 Tivoli RM, Italia  ",901854,,,,
Alimentari Norcineria,Aziende TivoliOsterie TivoliNegozi TivoliNegozi di Alimentari Tivoli,"Via Colsereno, 92, 00019 Tivoli RM, Italia  ",901855,,,,
Clarius Service,Aziende BraccianoNegozi BraccianoNegozi di casalinghi Bracciano,"Via Salvatore Negretti, 27, 00066 Bracciano RM, Italia  ",901735,06 4521 15347,,,
Banca Popolare di Sonario,Aziende GrottaferrataIstituti finanziari GrottaferrataBanche Grottaferrata,Italia - 00046 Grottaferrata (RM)  ,901406,,,,
Gioielleria Faraone,Aziende San CesareoNegozi San CesareoGioiellerie San Cesareo,"Piazza Giulio Cesare, 10, 00030 San Cesareo RM, Italia  ",901393,06 958 7243,,,
Vannini Preziosi Sas Di M.C. Kiferle,Aziende ManzianaNegozi ManzianaGioiellerie Manziana,"Via Roma, 7, 00066 Manziana RM, Italia  ",901392,06 996 2363,,,
Professional Kickboxing Team,Aziende Genzano di RomaErboristerie Genzano di RomaPalestre Genzano di Roma,"Via Mario Colacchi, 21, 00045 Genzano di Roma RM, Italia  ",901228,06 939 1175,,,
Farmacia Picone,Aziende Mazzano RomanoErboristerie Mazzano RomanoNegozi Mazzano RomanoFarmacie Mazzano Romano,"Via Romana, 165, 00060 Mazzano Romano RM, Italia  ",901185,06 904 9600,,,
Farmacia Dott.Ssa Rapisarsa Rizzo E C. Snc,Aziende RomaErboristerie RomaNegozi RomaFarmacie Roma,"Via Aurelia, 670/D, 00165 Roma, Italia  ",901114,06 6651 4448,,,
Piccole Suore Divina Provvidenza,Aziende RomaChiese RomaLuoghi di culto Roma,"Via della Divina Provvidenza, 41, 00166 Roma RM, Italia  ",901109,06 6641 5112,,,
Chiesa di Gesù Cristo,Aziende RomaChiese RomaLuoghi di culto Roma,"Via Bra, 34, 00166 Roma, Italia  ",901110,,,,
O' Sole 'E Napule 2,Aziende CiampinoOsterie CiampinoNegozi CiampinoNegozi di Alimentari Ciampino,"Viale di Marino, 2, 00043 Ciampino RM, Italia  ",900994,,,,
Almar Alimentari,Aziende CiampinoOsterie CiampinoNegozi CiampinoNegozi di Alimentari Ciampino,"Via Belfast, 1, 00043 Ciampino RM, Italia  ",900995,06 796 2371,,,
Claudia Petrilli Psicologa,Aziende TivoliErboristerie TivoliMedici Tivoli,"Piazza Plebiscito, 7, 00019 Tivoli RM, Italia  ",900982,338 430 1989,,,
Unieuro City,Aziende Fonte NuovaNegozi Fonte NuovaNegozi di elettronica Fonte Nuova,"Via Nomentana, 495, 00013 Tor Lupara RM, Italia  ",900913,06 905 9113,,,
Croce Rossa Italiana - ambulatorio,Aziende AnzioErboristerie AnzioMedici Anzio,"Via Aldobrandini, 22, 00042 Anzio RM, Italia  ",900901,,,,
Clinica Veterinaria Dott.ssa Cinzia Gattozzi,Aziende CivitavecchiaVeterinari Civitavecchia,"00053 Civitavecchia RM, Italia  ",900885,0766 543133,,,
Lavasecco Patrizia,Aziende RomaLavanderie Roma,"Via Gregorio XI, 3, 00166 Roma, Italia  ",900782,,,,
Lavanderia Self Service,Aziende RomaLavanderie Roma,"Via del Forte Boccea, 51A, 00167 Roma, Italia  ",900783,,,,
White Wash Lavanderia,Aziende RomaLavanderie Roma,"Via Cardinale Oreglia, 24, 00167 Roma, Italia  ",900784,389 049 5364,,,
Lavasecco Monoprezzo,Aziende RomaLavanderie Roma,Italia - 001xx Roma (RM)  ,900785,,,,
"Chiesa Cristiana Evangelica ""dei Fratelli""",Aziende Rocca PrioraChiese Rocca PrioraLuoghi di culto Rocca Priora,"Via dei Castelli Romani, 20, 00040 Rocca Priora RM, Italia  ",900754,,,,
Ottica Visual Express,Aziende VelletriErboristerie Velletri,"Corso della Repubblica, 94, 00049 Velletri RM, Italia  ",900588,06 964 0121,,,
Electronics Service di Claudio Mazzei,Aziende Fiano RomanoNegozi Fiano RomanoIdraulici Fiano RomanoElettricisti Fiano RomanoNegozi di elettronica Fiano Romano,"Via Tiberina, 117/A, 00065 Fiano Romano RM, Italia  ",900561,349 567 0866,,,
Mugavero Stefania,Aziende PomeziaIstituti finanziari PomeziaBanche Pomezia,"a int 18, Via Columella, 19, 00071 Pomezia RM, Italia  ",900515,06 4550 1774,,,
BNL Gruppo BNP Paribas,Aziende PomeziaIstituti finanziari PomeziaBanche Pomezia,"Via Roma, 198, 00040 Pomezia RM, Italia  ",900514,06 0060,,,
Giuseppe Di Carlo,Aziende PomeziaIstituti finanziari PomeziaBanche Pomezia,"Pomezia RM a, Largo Lucio Giunio Columella, 19, 00071 Pomezia RM, Italia  ",900513,392 483 3302,,,
Chiesa Cristiana Evangelica,Aziende VelletriChiese VelletriLuoghi di culto Velletri,"Via Artemisia Mammucari, 27, 00049 Velletri RM, Italia  ",900512,,,,
La dispensa di Nasoni Roberto,Aziende Genzano di RomaOsterie Genzano di RomaNegozi Genzano di RomaNegozi di Alimentari Genzano di Roma,"Via Cesare Battisti, 5, 00045 Genzano di Roma RM, Italia  ",900444,06 936 2222,,,
Impianti Tecnologici Services 2009 Srl,Aziende PomeziaElettricisti Pomezia,"Via Catullo, 18, 00040 Pomezia RM, Italia  ",900435,06 9125 0923,,,
Sida Tecnoimpianti Semplificata - L.M Termogas Impianti Elettrici Ed Idraulici,Aziende PomeziaElettricisti Pomezia,"Via Confalonieri, 8, 00040 Pomezia RM, Italia  ",900434,329 199 2245,,,
DI ROFI Assicurazioni,Aziende MontelanicoAgenzie di assicurazione Montelanico,"Via Vittorio Veneto, 00030 Montelanico RM, Italia  ",900249,366 162 6083,,,
Farmacia del Buon Consiglio,Aziende GenazzanoErboristerie GenazzanoNegozi GenazzanoFarmacie Genazzano,"Via Trento e Trieste, 00030 Genazzano RM, Italia  ",900224,,,,
Qualitalia Rete,Aziende CapenaOsterie Capena,"Via Santa Lucia, 3022, 00067 Morlupo RM, Italia  ",900213,06 4201 0870,,,
Duomo San Gregorio Magno,Aziende Monte Porzio CatoneChiese Monte Porzio CatoneLuoghi di culto Monte Porzio Catone,"00040 Monte Porzio Catone RM, Italia  ",900177,06 944 9049,,,
Bed & Breakfast Sul Fiasco,Aziende Ponzano RomanoAlberghi Ponzano Romano,"Piazza Francesco de Pinedo, 8, 00060 Ponzano Romano RM, Italia  ",900090,333 468 0576,,,
san Sebastiano,Aziende Ponzano RomanoLuoghi di culto Ponzano Romano,"Via S. Sebastiano, 40, 00060 Ponzano Romano RM, Italia  ",900091,,,,
Studio Dentistico Cucurachi Dr.Ssa Ombretta,Aziende RomaErboristerie RomaDentisti Roma,"Via Vezio Crisafulli, 104, 00166 Roma, Italia  ",900053,06 6641 5229,,,
Parrocchia Maria Immacolata,Aziende LicenzaChiese LicenzaLuoghi di culto Licenza,"Piazza Chiesa Nuova, 9, 00026 Licenza RM, Italia  ",899967,0774 46735,,,
Bar Della Piazza,Aziende LicenzaBar Licenza,"Piazza Libertà, 3, 00026 Licenza RM, Italia  ",899968,,,,
Fonte Bandusia,Aziende Licenza,"Strada Provinciale 104a, 00026 Licenza RM, Italia  ",899966,,,,
Centro Pomezia Ricambi,Aziende PomeziaNegozi PomeziaMeccanici Auto Pomezia,Italia - 00040 Pomezia (RM)  ,899948,,,,
F.C. Car Center Pomezia srls,Aziende PomeziaMeccanici Auto Pomezia,"Via del Mare, 32, 00040 Pomezia RM, Italia  ",899945,06 6931 4706,,,
Casa Della Batteria,Aziende PomeziaNegozi PomeziaMeccanici Auto Pomezia,"Via del Mare, 87, 00040 Pomezia RM, Italia  ",899946,06 9125 1272,,,
Citroen ROMA : MASSIMILIANO DE CATERINI,Aziende PomeziaNegozi PomeziaConcessionarie Auto PomeziaMeccanici Auto Pomezia,"Via S. D'Acquisto, 8, 00040 ROMA, Italia  ",899947,06 937 5093,,,
06 Bike Srl,Aziende PomeziaNegozi PomeziaConcessionarie Auto PomeziaMeccanici Auto Pomezia,"Via del Mare, 30, 00040 Pomezia RM, Italia  ",899692,06 912 0949,,,
La Taverna Di Bacco,Aziende Fiano RomanoRistoranti Fiano RomanoOsterie Fiano Romano,"A.Gramsci, 54, 00065 Fiano Romano RM, Italia  ",899690,0765 389165,,,
Palestra Eurooaradise Pomezia,Aziende PomeziaErboristerie PomeziaPalestre Pomezia,"Via S. di Santarosa, 00040 Pomezia RM, Italia  ",899645,,,,
Associazione Sportiva Dilettantistica Phoenix Gym,Aziende PomeziaErboristerie PomeziaPalestre Pomezia,"Via Roma, 54, 00040 Pomezia RM, Italia  ",899644,06 910 5672,,,
FIT & FIT S.S.D,Aziende RomaErboristerie RomaPalestre Roma,"Via di Boccea, 280, 00167 Roma, Italia  ",899637,06 663 1245,,,
ItalianOG Headquarter,Aziende RomaErboristerie RomaPalestre Roma,"Via S. Bernadette, 26-30, 00167 Roma, Italia  ",899638,,,,
Il Cerchio E L'Acqus,Aziende Fiano RomanoErboristerie Fiano RomanoPalestre Fiano Romano,"Viale Giordano Bruno, 1, 00065 Fiano Romano RM, Italia  ",899633,,,,
Fit Lab,Aziende AnzioErboristerie AnzioPalestre Anzio,"Via Varese, 25, 00042 Anzio RM, Italia  ",899610,328 379 7378,,,
Gommista Claudio Gomme,Aziende ZagaroloNegozi ZagaroloMeccanici Auto Zagarolo,"Vicolo Formale, 58, 00039 Zagarolo RM, Italia  ",899449,06 952 5537,,,
giOrì di Gianni Ricci lab. Orafo Incastonatore,Aziende Carpineto RomanoNegozi Carpineto RomanoGioiellerie Carpineto Romano,"Via Guglielmo Marconi, 1, 00032 Carpineto Romano RM, Italia  ",899414,06 9724 1543,,,
Colle Primavera Piscina,Aziende Ardea,"Via Acqua Solfa, 46, 04011 Fossignano LT, Italia  ",899332,06 925 1190,,,
Pizzeria Il Campagnolo,Aziende MorlupoRistoranti MorlupoOsterie Morlupo,"SS3, 16-37, 00067 Castelnuovo di Porto RM, Italia  ",899330,389 843 0205,,,
Calzature Lucatelli,Aziende GrottaferrataNegozi GrottaferrataNegozi di scarpe Grottaferrata,"Via del Boschetto, 47, 00046 Grottaferrata RM, Italia  ",899142,,,,
Yoga a Monterotondo,Aziende MonterotondoErboristerie MonterotondoPalestre Monterotondo,"Via Monte Cristo, 12, 00015 Monterotondo RM, Italia  ",899117,392 987 4871,,,
Il Fiocco di Susanna Renzetti,Aziende SubiacoNegozi Subiaco,"Via Giuseppe Garibaldi, 1, 00028 Subiaco RM, Italia  ",899032,0774 85302,,,
L'intimo 2,Aziende SubiacoNegozi SubiacoNegozi di Abbigliamento Subiaco,"Via G.B. Gori, 20, 00028 Subiaco RM, Italia  ",899033,,,,
Metis srl,Aziende BellegraOspedali Bellegra,"Via Cologno Monzese, 44, 00135 Roma, Italia  ",899021,06 3081 1820,,,
Azienda Vitivinicolad Offizisimonetta,Aziende Gallicano nel LazioOsterie Gallicano nel Lazio,"Via Caipoli, 1, 00010 Gallicano Nel Lazio RM, Italia  ",898962,06 9546 0686,,,
Palestra Time to Move,Aziende TivoliErboristerie TivoliPalestre Tivoli,"Piazza Sabucci, 4, 00019 Tivoli RM, Italia  ",898954,,,,
Banca Popolare Di Sondrio,Aziende Monte CompatriBancomat Monte CompatriIstituti finanziari Monte CompatriBanche Monte Compatri,"31 Via Leandro Ciuffa, Monte Compatri, RM 00040, Italia  ",898953,,,,
Ambasciata della Malesia,Aziende Fonte NuovaAmbasciate Fonte Nuova,"Via Nomentana, 297, 00198 Roma, Italia  ",898950,,,,
Gelateria Kalacta Monterotondo,Aziende MonterotondoOsterie MonterotondoNegozi Monterotondo,"Via Camillo Benso Conte di Cavour, 12, 00015 Monterotondo RM, Italia  ",898946,328 582 5021,,,
Roiate,Aziende RoiateScuole Roiate,"Via XXV Aprile, 3, 00030 Roiate RM, Italia  ",898942,,,,
Apicoltura Spiccalunto,Aziende CapenaOsterie Capena,"Via Santa Lucia, 3139, 00067 Morlupo RM, Italia  ",898886,06 907 2520,,,
Consolati,Aziende MontelibrettiAmbasciate Montelibretti,"Via del Fosso Carolano, 16, Montelibretti RM, Italia  ",898837,,,,
Chiesa Santo Stefano Promartire,Aziende Fiano RomanoChiese Fiano RomanoLuoghi di culto Fiano Romano,"Via Giacomo Matteotti, 00060 Fiano Romano RM, Italia  ",898809,,,,
Dott,Aziende FiumicinoOspedali Fiumicino,"Via del Serbatoio, 16B, 00054 Fiumicino RM, Italia  ",898753,,,,
Farmacia,Aziende FiumicinoOspedali Fiumicino,"Via della Torre Clementina, 82, 00054 Fiumicino RM, Italia  ",898752,,,,
Istituto E. Fermi,Aziende VelletriScuole Velletri,"Via Ulderico Mattoccia, 54, 00049 Velletri RM, Italia  ",898691,06 963 5128,,,
Scuola Colle Palazzo,Aziende VelletriScuole Velletri,"Via Acquavivola, 3, 00049 Velletri RM, Italia  ",898692,,,,
Palestra Cesare Simoncelli,Aziende FrascatiErboristerie FrascatiPalestre Frascati,"Via Telegono, 00044 Frascati RM, Italia  ",898586,,,,
Casabella,Aziende Santa MarinellaNegozi Santa MarinellaNegozi di casalinghi Santa Marinella,"Via Aurelia, 452, 00058 Santa Marinella RM, Italia  ",898577,,,,
Gbc,Aziende MonterotondoNegozi MonterotondoNegozi di elettronica Monterotondo,"Via dello Stadio, 00015 Monterotondo RM, Italia  ",898562,06 906 4518,,,
L'Edicola Piu' Di Carpentieri Maria Cristina,Aziende Olevano RomanoNegozi Olevano Romano,"Via Camillo Benso Conte di Cavour, 69, 00035 Olevano Romano RM, Italia  ",898520,06 956 2492,,,
Comune di Fiumicino,Municipi FiumicinoUffici Comunali FiumicinoAziende Fiumicino,"Piazza Generale Carlo Alberto dalla Chiesa, 78, 00054 Fiumicino RM, Italia  ",898485,06 6521 0245,,,
Bar Snoopy,Aziende Guidonia MontecelioBar Guidonia Montecelio,"Via Monte Albano, 00012 Montecelio RM, Italia  ",898474,,,,
Scuola Apostolica Dei Preti Della Missione,Aziende ZagaroloScuole Zagarolo,"Via Colle Palazzola, 00039, 00039 Zagarolo RM, Italia  ",898359,06 957 6563,,,
Biancheria Merceria Campanella,Aziende Carpineto RomanoNegozi Carpineto Romano,"Via Roma, 5, 00032 Carpineto Romano RM, Italia  ",898321,,,,
Il Redentore,Aziende Rocca di PapaRistoranti Rocca di PapaOsterie Rocca di Papa,"il redentore, Via di Frascati, 175, 00040 Rocca di Papa RM, Italia  ",898249,,,,
Macelleria Norcineria Petricca,Aziende MoriconeOsterie MoriconeNegozi Moricone,"SP636, 65, 00010 Moricone RM, Italia  ",897935,,,,
Subagenzia Allianz Lloyd Adriatico,Aziende GrottaferrataAgenzie di assicurazione Grottaferrata,"Via delle Sorcenti di Sqvarciarelli, 16, Grottaferrata RM, Italia  ",897917,06 941 0764,,,
Casalinghi Alimentari,Aziende RomaOsterie RomaNegozi RomaNegozi di Alimentari Roma,"Via Federico Galeotti, 10, 00167 Roma, Italia  ",897889,,,,
Playsport Center,Aziende RomaErboristerie RomaPalestre Roma,"Via Emilio Albertario, 9, 00167 Roma, Italia  ",897807,06 662 1707,,,
Palestra Sparta,Aziende RomaErboristerie RomaPalestre Roma,"Via S. Bernadette, 22, 00167 Roma, Italia  ",897808,,,,
ASD La Salle,Aziende RomaErboristerie RomaPalestre Roma,"Via Giambattista Pagano, 00167 Roma, Italia  ",897806,,,,
New York,Aziende VelletriCentri commerciali Velletri,"00049 Velletri RM, Italia  ",897749,,,,
Trattoria La Villetta,Aziende JenneRistoranti JenneOsterie Jenne,"00020 Jenne RM, Italia  ",897732,0774 482 7051,,,
L'Orchidea Fiorista Arpi Stefania,Aziende Rocca di PapaNegozi Rocca di PapaFiorai Rocca di Papa,"Corso Costituente, 6, Rocca di Papa RM, Italia  ",897504,06 949 5468,,,
Mp Partners,Aziende Fiano Romano,"F.Turati, 17, 00065 Fiano Romano RM, Italia  ",897268,0765 489420,,,
B&S Studio Commerciale,Aziende RomaIstituti finanziari RomaCommercialisti Roma,"A/B, Via Pier delle Vigne, 6, 00165 Roma, Italia  ",897071,06 8769 0059,,,
Qua La Zampa Di Sarah Grossi,Aziende CiampinoNegozi Ciampino,"Via Atene, 53, 00043 Ciampino RM, Italia  ",896146,338 178 6564,,,
Robinson Sartoria e Lavanderia,Aziende PomeziaLavanderie Pomezia,"Via Niccolò Copernico, 00040 Pomezia RM, Italia  ",896143,,,,
Lavanderia Perfetti,Aziende PomeziaLavanderie Pomezia,"Via Virgilio, 31, 00040 Pomezia RM, Italia  ",896144,,,,
Lavanderia Marinella,Aziende PomeziaLavanderie Pomezia,"Piazza S. Benedetto da Norcia, 38, 00071 Pomezia RM, Italia  ",896145,339 334 1057,,,
Farmacia dei Portuensi,Aziende FiumicinoErboristerie FiumicinoNegozi FiumicinoFarmacie Fiumicino,"Via Portuense, 00054 Fiumicino RM, Italia  ",896064,,,,
palazzo del Drago,Aziende Filacciano,"Via Borgo di Sotto, 2, 00060 Filacciano RM, Italia  ",896037,,,,
